"Codice Regione";"Anno";"Codice Azienda";"Codice struttura";"Denominazione struttura";"Codice Comune";"Indirizzo";"CAP";"Prefisso";"Telefono";"Tipo struttura";"Tipo rapporto con il S.S.N.";"Codice struttura di ricovero";"Titolare della convenzione";"Anno apertura";"Mese apertura";"Anno chiusura";"Mese chiusura";"Mesi di funzionamento";"Descrizione tipo assistenza erogata";"Flag Stato STS11";"Flag Stato STS11";"Apparecchiature tecnico biomediche"
"100";"2013";"201";"069940";"R.P. CASA SERENA";"054026";"VIA XX SETTEMBRE, 52";"06063";"075";"8472122";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2008";"11";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"069933";"CASA ALLOGGIO 'I  TULIPANI'";"054026";"VIA CASE SPARSE 1, MONTEBUONO";"06063";"075";"8476338";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2000";"01";"    ";"  ";"12";"ASSISTENZA AIDS                                   ";"0";"0";" "
"100";"2013";"201";"069932";"COM. FAMIGLIA NUOVA-MONTEBUONO";"054026";"CASE SPARSE 14 - MONTEBUONO";"06063";"075";"8476325";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"201";"061501";"EX OSPEDALETTO MAGIONE";"054026";"VIA DELLA TORRE";"06063";"075";"8473342";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2012";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"061001";"CENTRO DIURNO S. ARCANGELO";"054026";"V.DELLA SAPIENZA-S.ARCANGELO";"06060";"075";"8479162";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"060901";"SER.T - G.O.A.T. Trasimeno";"054026";"P.ZZA SIMONCINI";"06063";"075";"8477116";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"201";"060404";"SREE MAGIONE";"054026";"P.ZZA SIMONCINI";"06063";"075";"847781";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2008";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"060403";"CONSULTORIO MAGIONE";"054026";"P.ZA SIMONCINI";"06063";"075";"847785";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"060402";"CSM MAGIONE";"054026";"PIAZZA SIMONCINI";"06063";"075";"843687";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"060401";"POLIAMBULATORIO MAGIONE";"054026";"P.ZZA SIMONCINI";"06063";"075";"847781";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"079926";"CASA ACC.MARIA IMMACOLATA";"054027";"VIA TORINO, 1";"06055";"075";"8741575";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"1999";"09";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"071001";"CRT2 - CASA ACC. 'VILLA NOVA'";"054027";"V.XXIV MAGGIO,12 - VILLA NOVA";"06055";"075";"8757003";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2001";"03";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"070801";"U.C.CASA COLONICA MARSCIANO";"054027";"P.ZZA C.MARX";"06055";"075";"8782328";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"070601";"SREE MARSCIANO";"054027";"VIA PICCOLOTTI";"06055";"075";"8782623";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2006";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"070412";"CONSULTORIO MARSCIANO";"054027";"VIA PICCOLOTTI, 1";"06055";"075";"8482413";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2012";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"070408";"POLIAMBULATORIO CASA SALUTE MARSCIANO";"054027";"VIA PICCOLOTTI, 1";"06055";"075";"8782426";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2012";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"070404";"R.S.A. MARSCIANO";"054027";"VIA PICCOLOTTI, 1";"06055";"075";"8782288";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2000";"07";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"070402";"CSM TODI - MARSCIANO";"054027";"VIA DON MINZONI 3";"06055";"075";"8782423";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"070203";"SER.T MARSCIANO";"054027";"VIA PICCOLOTTI 1/p. B.Buozzi";"06055";"075";"8782567";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"050802";"CONSULTORIO C.D.S. MONTEFALCO";"054030";"Via Ringhiera Umbra, 10";"06036";"0742";"379862";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"050801";"Centro di Salute Montefalco";"054030";"Via Ringhiera Umbra, 10";"06036";"0742";"379929";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"202";"091800";"Centro di Salute 2 PES Monteleone di Spoleto";"054031";"Corso Vittorio Emanuele II, 18";"06047";"0743";"799005";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2013";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"050902";"CONSULTORIO C.D.S. N.UMBRIA";"054034";"VIA MARTIRI DELLA LIBERTA'";"06025";"0742";"339965";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"050901";"Centro di Salute Nocera Umbra";"054034";"VIA MARTIRI DELLA LIBERTA`";"06025";"0742";"339960";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"202";"091501";"Azienda Pubblica di Servizi alla Persona Fusconi Lombrici Renzi";"054035";"Viale Lombrici, 27";"06046";"0743";"816328";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"1942";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"090804";"Ambulatorio CSM Valnerina";"054035";"Via Cavour snc";"06046";"0743";"8151";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2010";"04";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"090804";"Ambulatorio CSM Valnerina";"054035";"Via Cavour snc";"06046";"0743";"8151";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2010";"04";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"090803";"U.O. Disturbi dello Sviluppo";"054035";"Via Cavour snc";"06046";"0743";"815633";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2013";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"090802";"Centro di Salute 1 PES Norcia Consultorio";"054035";"Via Cavour snc";"06046";"0743";"815609";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2013";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"090801";"Centro di Salute 1 PES Norcia";"054035";"Via Cavour";"06046";"0743";"815627";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2013";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"090301";"Centro Socio Riabilitativo ed Educativo Diurno per disabili Tutti i Colori del Mondo";"054035";"Via Anicia";"06046";"0743";"817209";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2001";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"090301";"Centro Socio Riabilitativo ed Educativo Diurno per disabili Tutti i Colori del Mondo";"054035";"Via Anicia";"06046";"0743";"817209";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2001";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"090101";"STABILIMENTO OSPEDALE NORCIA";"054035";"VIA DELL`OSPEDALE";"06046";"0743";"8151";"AMBULATORIO E LABORATORIO                         ";"1";"100805";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"202";"090101";"STABILIMENTO OSPEDALE NORCIA";"054035";"VIA DELL`OSPEDALE";"06046";"0743";"8151";"AMBULATORIO E LABORATORIO                         ";"1";"100805";" ";"1996";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"202";"090101";"STABILIMENTO OSPEDALE NORCIA";"054035";"VIA DELL`OSPEDALE";"06046";"0743";"8151";"AMBULATORIO E LABORATORIO                         ";"1";"100805";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"069936";"FISIONATURAL CENTER SAS";"054037";"VIA DELLA RESISTENZA, 156";"06068";"075";"832304";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2007";"07";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"069935";"SALUS 200 snc";"054037";"via Ariosto, 6 fraz. Tavernelle";"06064";"075";"8355761";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2006";"07";"    ";"  ";"11";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"061201";"CENTRO DIURNO ANZIANI PANICALE";"054037";"LARGO A. FRATINI";"06064";"075";"837705";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2004";"07";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"061101";"CENTRO DIURNO PANICALE";"054037";"FRAZ.PISCINO  BASSO - PANICALE";"06064";"075";"837537";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"060603";"CASA PROTETTA PANICALE";"054037";"VIA BELVEDERE, 2";"06064";"075";"8354401";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"060601";"POLIAMBULATORIO PANICALE";"054037";"VIA BELVEDERE, 2";"06064";"075";"8354410";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"060504";"SREE TAVERNELLE";"054037";"V. M. LUTHER KING, 5 - Tavernelle";"06068";"075";"832655";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2008";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"060502";"CONSULTORIO TAVERNELLE";"054037";"VIA M.L. KING, 5 - Tavernelle";"06068";"075";"832655";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"060501";"POLIAMBULATORIO TAVERNELLE";"054037";"VIA M. L. KING, 5 - Tavernelle";"06068";"075";"832655";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"069960";"VILLA CECILIA SRL";"054038";"VIA LA MOLINELLA, 2/A";"06065";"075";"8296035";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2012";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"069945";"C.U.S. SOC. COOP SOC.:U..D.C. PSICHIATRICA IL LAGO - PASSIGNANO SUL TRASIMENO";"054038";"VIA LUCERTINI, 5";"06065";"057";"5652289";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2012";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"060103";"CONSULTORIO PASSIGNANO";"054038";"VIA DELLA PIEVE, 4";"06065";"075";"8298754";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"060102";"POLIAMBULATORIO PASSIGNANO";"054038";"VIA PIEVE, 4";"06065";"075";"8298754";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"060102";"POLIAMBULATORIO PASSIGNANO";"054038";"VIA PIEVE, 4";"06065";"075";"8298754";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"060101";"C.O.R.I. H PASSIGNANO";"054038";"VIA DELLA PIEVE 4";"06065";"075";"829871";"AMBULATORIO E LABORATORIO                         ";"1";"100803";" ";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"060101";"C.O.R.I. H PASSIGNANO";"054038";"VIA DELLA PIEVE 4";"06065";"075";"829871";"AMBULATORIO E LABORATORIO                         ";"1";"100803";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"901";"910101";"AZIENDA OSPEDALIERA DI PERUGIA";"054039";"VIA MARTIRI 28 MARZO, 35 - VILLA CAPITINI-";"06156";"075";"5781";"AMBULATORIO E LABORATORIO                         ";"1";"100901";" ";"1995";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"901";"910101";"AZIENDA OSPEDALIERA DI PERUGIA";"054039";"VIA MARTIRI 28 MARZO, 35 - VILLA CAPITINI-";"06156";"075";"5781";"AMBULATORIO E LABORATORIO                         ";"1";"100901";" ";"1995";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"901";"910101";"AZIENDA OSPEDALIERA DI PERUGIA";"054039";"VIA MARTIRI 28 MARZO, 35 - VILLA CAPITINI-";"06156";"075";"5781";"AMBULATORIO E LABORATORIO                         ";"1";"100901";" ";"1995";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"070902";"CTR 1 'IL POGGIO'";"054039";"VIA ARNO, 76 - PONTE VALLECEPPI";"06078";"075";"5899566";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2011";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"061401";"UNITA` CONVIVENZA IL LAGO";"054039";"VIA DELL`ARMONIA , 61";"06133";"075";"5149976";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1998";"12";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"039960";"C.S.R.E. Diurno ""Il Bucaneve""";"054039";"Via Luigi Dalla Piccola, 8";"06129";"075";"5270062";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2012";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039947";"CENTRO SPAZIO SALUTE srl";"054039";"S.V. PIAN DELLA GENNA 1a";"06128";"075";"5000725";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2009";"10";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"039946";"CAPODARCO PONTE SAN GIOVANNI";"054039";"VIA QUINTINA 65 - P.S.GIOVANNI";"06135";"075";"396710";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2009";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039945";"CAPODARCO CASA DEL NIBBIO";"054039";"VIA DEL NIBBIO 18";"06129";"075";"35461";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2009";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039944";"FISIOGAMA SNC";"054039";"V.G.SEGOLONI,11";"06087";"075";"5995082";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2008";"05";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"039943";"C.P. 'IL PAVONE'";"054039";"VIA SETTEVALLI";"06127";"075";"5058030";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2007";"03";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039943";"C.P. 'IL PAVONE'";"054039";"VIA SETTEVALLI";"06127";"075";"5058030";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2007";"03";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"039942";"COMUNITA' CAPODARCO ONLUS PG";"054039";"STR.COMUNALE PREPO, 202";"06129";"075";"5051056";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"4";"2006";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039942";"COMUNITA' CAPODARCO ONLUS PG";"054039";"STR.COMUNALE PREPO, 202";"06129";"075";"5051056";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"4";"2006";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"039941";"FONDAZIONE 'CITTA' DEL SOLE' ONLUS";"054039";"VIA XIV SETTEMBRE, 67";"06121";"075";"5731265";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2006";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"039940";"Coop. Nuova Dimensione C.D. SAN GIUSEPPE";"054039";"VIA S. GIUSEPPE, 3B";"06122";"075";"5734166";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2006";"05";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"201";"039938";"LAB. 'SWISS LAB'";"054039";"VIA DEL DISCOBOLO, 16";"06100";"075";"5170245";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2003";"08";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039937";"LAB. 'BASSI'";"054039";"VIA C. COLOMBO, 19";"06100";"075";"5051058";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2003";"08";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039935";"LABORATORIO MINERVA";"054039";"VIA PELLAS. 50/52";"06100";"075";"5735294";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2002";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039934";"LABORATORIO 'L.A.R.I.'";"054039";"VIA E. FERMI, 15";"06100";"075";"5052108";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2002";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039931";"ST.RAD.LUCHERONI DI FABRIZIA";"054039";"VIA QUIETA 2/A";"06100";"075";"5731208";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"1";"2000";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039930";"PROTOS S.R.L.";"054039";"VIA DEL DISCOBOLO, 12";"06100";"075";"5172619";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"1999";"03";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039929";"CENTRO ACC.ZA  DIURNO AURAP";"054039";"LOC.FORABOSCO-COLLESTRADA";"06100";"075";"5990840";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"4";"1999";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"039928";"RESID. OSPITALITA` FONTENUOVO";"054039";"VIA E. DAL POZZO 61";"06126";"075";"5722345";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"1997";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"039926";"OPERE PIE DONINI";"054039";"VIALE ROMA, 56";"06121";"075";"5717723";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"1997";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"039924";"CHIROFISIOGEN CENTER";"054039";"VIA DELLA VALTIERA, 225 - COLLESTRADA";"06135";"075";"5990131";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2011";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039920";"CENTRO CHIROTERAPICO UMBRO SRL";"054039";"VIA C. COLOMBO 21/A";"06100";"075";"5054346";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"039919";"MARCHETTI GINESIO";"054039";"VIA E. RICCI 35";"06100";"075";"5000346";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"1";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"039917";"STUDIO RADIOLOGICO E.MILANI";"054039";"V.LE INDIPENDENZA, 23";"06100";"075";"5720940";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039912";"STUDIO NEUROLOGICO PASCUCCI MARIA";"054039";"VIA S.SIEPI 11";"06100";"075";"5730090";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"1";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"039911";"Casa di Cura PORTA SOLE";"054039";"Piazza B. Michelotti";"06122";"075";"575999";"AMBULATORIO E LABORATORIO                         ";"2";"100702";"3";"2012";"01";"    ";"  ";"11";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"039910";"VILLA FIORITA SRL";"054039";"VIA XX SETTEMBRE 55";"06100";"075";"575981";"AMBULATORIO E LABORATORIO                         ";"2";"100701";"3";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"039909";"C.C. LAMI (ex S.A.G.I.S.C.)";"054039";"VIA SOLATIA, 3";"06100";"075";"582991";"AMBULATORIO E LABORATORIO                         ";"2";"100703";"3";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039909";"C.C. LAMI (ex S.A.G.I.S.C.)";"054039";"VIA SOLATIA, 3";"06100";"075";"582991";"AMBULATORIO E LABORATORIO                         ";"2";"100703";"3";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039909";"C.C. LAMI (ex S.A.G.I.S.C.)";"054039";"VIA SOLATIA, 3";"06100";"075";"582991";"AMBULATORIO E LABORATORIO                         ";"2";"100703";"3";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"039908";"C.C. 'LIOTTI'";"054039";"VIA S. SIEPI, 11";"06100";"075";"5721647";"AMBULATORIO E LABORATORIO                         ";"2";"100704";"3";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039908";"C.C. 'LIOTTI'";"054039";"VIA S. SIEPI, 11";"06100";"075";"5721647";"AMBULATORIO E LABORATORIO                         ";"2";"100704";"3";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"201";"039906";"LAB. 'GALENO'";"054039";"VIA MARTIRI DEI LAGER, 7";"06100";"075";"5055307";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2000";"12";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"039903";"LAB.ANALISI CLINILAB srl";"054039";"VIA MANZONI,  418";"06087";"075";"393323";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
